INDEX	CODE	SHORT OPENING	OPENING	ORG		
192	E01	Catalan		Catalan	Closed	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2
193	E02	Catalan		Catalan	Open, 5.Qa4	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Qa4+
194	E03	Catalan		Catalan	Open, Alekhine Variation 	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Qa4+ Nbd7 6. Qxc4 a6 7. Qc2
195	E03	Catalan		Catalan	Open, 5.Qa4 Nbd7, 6.Qxc4	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Qa4+ Nbd7 6. Qxc4
196	E04	Catalan		Catalan	Open, 5.Nf3	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3
197	E05	Catalan		Catalan	Open, Classical line	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 Be7
198	E06	Catalan		Catalan	Closed, 5.Nf3	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3
199	E07	Catalan		Catalan	Closed, 6...Nbd7	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7
200	E07	Catalan		Catalan	Closed, Botvinnik Variation 	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Nc3 c6 8. Qd3
201	E08	Catalan		Catalan	Closed, 7.Qc2	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2
202	E08	Catalan		Catalan	Closed, Zagoryansky Variation 	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. Rd1 b6 9. a4
203	E08	Catalan		Catalan	Closed, Qc2 & b3	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. b3
204	E08	Catalan		Catalan	Closed, Spassky gambit	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. b3 b6 9. Rd1 Bb7 10. Nc3 b5
205	E09	Catalan		Catalan	Closed, Main line	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. Nbd2
206	E09	Catalan		Catalan	Closed, Sokolsky Variation 	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. Nbd2 b6 9. b3 a5 10. Bb2 Ba6
207	C21	Center game		center game		1. e4 e5 2. d4 exd4
208	C21	Center game		center game, Kieseritsky Variation 		1. e4 e5 2. d4 exd4 3. Nf3 c5 4. Bc4 b5
209	C21	Center game		center game		1. e4 e5 2. d4 exd4 3. Qxd4
210	C22	Center game		center game		1. e4 e5 2. d4 exd4 3. Qxd4 Nc6
211	C22	Center game		center game	Paulsen attack	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3
212	C22	Center game		center game	Charousek Variation 	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Bb4+ 5. c3 Be7
213	C22	Center game		center game	l'Hermet Variation 	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 f5
214	C22	Center game		center game	Berger Variation 	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6
215	C22	Center game		center game	Kuprå)ðððk Variation 	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 Bb4 6. Bd2 O-O 7. O-O-O Re8 8. Bc4 d6 9. Nh3
216	C22	Center game		center game	Hall Variation 	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc4
217	A00	Clemenz		Clemenz (Mead's, Basman's or de Klerk's) Opening		1. h3
218	D05	Colle		Colle system		1. d4 d5 2. Nf3 Nf6 3. e3 e6 4. Bd3 c5 5. c3
219	B00	Corn Stalk		Corn stalk defense		1. e4 a5
220	A00	Crab		Crab Opening		1. a4 e5 2. h4
221	A56	Czech Benoni		Czech Benoni defense		1. d4 Nf6 2. c4 c5 3. d5 e5
222	A56	Czech Benoni		Czech Benoni	King's Indian system	1. d4 Nf6 2. c4 c5 3. d5 e5 4. Nc3 d6 5. e4 g6
223	C40	Damiano		Damiano's defense		1. e4 e5 2. Nf3 f6
224	C21	Danish		Danish gambit		1. e4 e5 2. d4 exd4 3. c3
225	C21	Danish		Danish gambit	Collijn defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Qe7
226	C21	Danish		Danish gambit	Schlechter defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 d5
227	C21	Danish		Danish gambit	Soerensen defense	1. e4 e5 2. d4 exd4 3. c3 d5
228	B12	de Bruycker		de Bruycker defense		1. e4 c6 2. d4 Na6 3. Nc3 Nc7
229	E10	Doery		Doery defense		1. d4 Nf6 2. c4 e6 3. Nf3 Ne4
230	A46	Doery defense		Doery defense		1. d4 Nf6 2. Nf3 Ne4
231	C44	Dresden		Dresden Opening		1. e4 e5 2. Nf3 Nc6 3. c4
232	A00	Dunst		Dunst (Sleipner, Heinrichsen) Opening		1. Nc3
233	A00	Dunst		Dunst (Sleipner, Heinrichsen) Opening		1. Nc3 e5
234	A00	Durkin		Durkin's attack		1. Na3
235	A80	Dutch		Dutch		1. d4 f5
236	A80	Dutch		Dutch, Spielmann gambit		1. d4 f5 2. Nc3 Nf6 3. g4
237	A80	Dutch		Dutch, Manhattan (Alapin, Ulvestad) Variation 		1. d4 f5 2. Qd3
238	A80	Dutch		Dutch, Von Pretzel gambit		1. d4 f5 2. Qd3 e6 3. g4
239	A80	Dutch		Dutch, Korchnoi attack		1. d4 f5 2. h3
240	A80	Dutch		Dutch, Krejcik gambit		1. d4 f5 2. g4
241	A80	Dutch		Dutch, 2.Bg5 Variation 		1. d4 f5 2. Bg5
242	A81	Dutch		Dutch defense		1. d4 f5 2. g3
243	A81	Dutch		Dutch defense, Blackburne Variation 		1. d4 f5 2. g3 Nf6 3. Bg2 e6 4. Nh3
244	A81	Dutch		Dutch defense		1. d4 f5 2. g3 Nf6 3. Bg2 g6
245	A81	Dutch		Dutch	Leningrad, Basman system	1. d4 f5 2. g3 g6 3. Bg2 Bg7 4. Nf3 c6 5. O-O Nh6
246	A81	Dutch		Dutch	Leningrad, Karlsbad Variation 	1. d4 f5 2. g3 g6 3. Bg2 Bg7 4. Nh3
247	A82	Dutch		Dutch	Staunton gambit	1. d4 f5 2. e4
248	A82	Dutch		Dutch	Balogh defense	1. d4 f5 2. e4 d6
249	A82	Dutch		Dutch	Staunton gambit	1. d4 f5 2. e4 fxe4
250	A82	Dutch		Dutch	Staunton gambit, Tartakower Variation 	1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4
251	A83	Dutch		Dutch	Staunton gambit, Staunton's line	1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. Bg5
252	A83	Dutch		Dutch	Staunton gambit, Alekhine Variation 	1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. Bg5 g6 5. h4
253	A83	Dutch		Dutch	Staunton gambit, Lasker Variation 	1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. Bg5 g6 5. f3
254	A83	Dutch		Dutch	Staunton gambit, Chigorin Variation 	1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. Bg5 c6
255	A83	Dutch		Dutch	Staunton gambit, Nimzovich Variation 	1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. Bg5 b6
256	A84	Dutch		Dutch defense		1. d4 f5 2. c4
257	A84	Dutch		Dutch defense	Bladel Variation 	1. d4 f5 2. c4 g6 3. Nc3 Nh6
258	A84	Dutch		Dutch defense		1. d4 f5 2. c4 e6
259	A84	Dutch		Dutch defense, Rubinstein Variation 		1. d4 f5 2. c4 e6 3. Nc3
260	A84	Dutch		Dutch	Staunton gambit deferred	1. d4 f5 2. c4 e6 3. e4
261	A84	Dutch		Dutch defense		1. d4 f5 2. c4 Nf6
262	A85	Dutch		Dutch with c4 & Nc3		1. d4 f5 2. c4 Nf6 3. Nc3
263	A86	Dutch		Dutch with c4 & g3		1. d4 f5 2. c4 Nf6 3. g3
264	A86	Dutch		Dutch	Hort-Antoshin system	1. d4 f5 2. c4 Nf6 3. g3 d6 4. Bg2 c6 5. Nc3 Qc7
265	A86	Dutch		Dutch	Leningrad Variation 	1. d4 f5 2. c4 Nf6 3. g3 g6
266	A87	Dutch		Dutch	Leningrad, Main Variation 	1. d4 f5 2. c4 Nf6 3. g3 g6 4. Bg2 Bg7 5. Nf3
267	A88	Dutch		Dutch	Leningrad, Main Variation with c6	1. d4 f5 2. c4 Nf6 3. g3 g6 4. Bg2 Bg7 5. Nf3 O-O 6. O-O d6 7. Nc3 c6
268	A89	Dutch		Dutch	Leningrad, Main Variation with Nc6	1. d4 f5 2. c4 Nf6 3. g3 g6 4. Bg2 Bg7 5. Nf3 O-O 6. O-O d6 7. Nc3 Nc6
269	A90	Dutch		Dutch defense		1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2
270	A90	Dutch		Dutch defense	Dutch-Indian (Nimzo-Dutch) Variation 	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Bb4+
271	A90	Dutch		Dutch-Indian, Alekhine Variation 		1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Bb4+ 5. Bd2 Be7
272	A91	Dutch		Dutch defense		1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7
273	A92	Dutch		Dutch defense		1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O
274	A92	Dutch		Dutch defense, Alekhine Variation 		1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O Ne4
275	A92	Dutch		Dutch	Stonewall Variation 	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5
276	A92	Dutch		Dutch	Stonewall with Nc3	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. Nc3
277	A93	Dutch		Dutch	Stonewall, Botwinnik Variation 	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. b3
278	A94	Dutch		Dutch	Stonewall with Ba3	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. b3 c6 8. Ba3
279	A95	Dutch		Dutch	Stonewall with Nc3	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. Nc3 c6
280	A95	Dutch		Dutch	Stonewall: Chekhover Variation 	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d5 7. Nc3 c6 8. Qc2 Qe8 9. Bg5
281	A96	Dutch		Dutch	Classical Variation 	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6
282	A97	Dutch		Dutch	Ilyin-Genevsky Variation 	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8
283	A97	Dutch		Dutch	Ilyin-Genevsky, Winter Variation 	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8 8. Re1
284	A98	Dutch		Dutch	Ilyin-Genevsky Variation with Qc2	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8 8. Qc2
285	A99	Dutch		Dutch	Ilyin-Genevsky Variation with b3	1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8 8. b3
286	E10	Dzindzikhashvili		Dzindzikhashvili defense		1. d4 Nf6 2. c4 e6 3. Nf3 a6
287	A10	English		English Opening		1. c4
288	A10	English		English Opening		1. c4 g6
289	A10	English		English	Adorjan defense	1. c4 g6 2. e4 e5
290	A10	English		English	Jaenisch gambit	1. c4 b5
291	A10	English		English	Anglo-Dutch defense	1. c4 f5
292	A11	English		English	Caro-Kann defensive system	1. c4 c6
293	A12	English		English	Caro-Kann defensive system	1. c4 c6 2. Nf3 d5 3. b3
294	A12	English		English	Torre defensive system	1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. g3 Bg4
295	A12	English		English	London defensive system	1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. g3 Bf5
296	A12	English		English	Caro-Kann defensive system	1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. Bb2
297	A12	English		English	Bled Variation 	1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. Bb2 g6
298	A12	English		English	New York (London) defensive system	1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. Bb2 Bf5
299	A12	English		English	Capablanca's Variation 	1. c4 c6 2. Nf3 d5 3. b3 Nf6 4. Bb2 Bg4
300	A12	English		English	Caro-Kann defensive system, Bogolyubov Variation 	1. c4 c6 2. Nf3 d5 3. b3 Bg4
301	A13	English		English Opening		1. c4 e6
302	A13	English		English	Romanishin gambit	1. c4 e6 2. Nf3 Nf6 3. g3 a6 4. Bg2 b5
303	A13	English		English Opening	Agincourt Variation 	1. c4 e6 2. Nf3 d5
304	A13	English		English	Wimpey system	1. c4 e6 2. Nf3 d5 3. b3 Nf6 4. Bb2 c5 5. e3
305	A13	English		English Opening	Agincourt Variation 	1. c4 e6 2. Nf3 d5 3. g3
306	A13	English		English	Kurajica defense	1. c4 e6 2. Nf3 d5 3. g3 c6
307	A13	English		English	Neo-Catalan	1. c4 e6 2. Nf3 d5 3. g3 Nf6
308	A13	English		English	Neo-Catalan accepted	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 dxc4
309	A14	English		English	Neo-Catalan declined	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O
310	A14	English		English	Symmetrical, Keres defense	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O c5 6. cxd5 Nxd5 7. Nc3 Nc6
311	A15	English		English, 1...Nf6 (Anglo-Indian defense)		1. c4 Nf6
312	A15	English		English orang-utan		1. c4 Nf6 2. b4
313	A15	English		English Opening		1. c4 Nf6 2. Nf3
314	A16	English		English Opening		1. c4 Nf6 2. Nc3
315	A16	English		English	Anglo-Gruenfeld defense	1. c4 Nf6 2. Nc3 d5
316	A16	English		English	Anglo-Gruenfeld, Smyslov defense	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nxc3
317	A16	English		English	Anglo-Gruenfeld, Czech defense	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nb6
318	A16	English		English	Anglo-Gruenfeld defense	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3
319	A16	English		English	Anglo-Gruenfeld defense, Korchnoi Variation 	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3 g6 5. g3 Bg7 6. Bg2 e5
320	A17	English		English Opening		1. c4 Nf6 2. Nc3 e6
321	A17	English		English	Queens Indian formation	1. c4 Nf6 2. Nc3 e6 3. Nf3 b6
322	A17	English		English	Queens Indian, Romanishin Variation 	1. c4 Nf6 2. Nc3 e6 3. Nf3 b6 4. e4 Bb7 5. Bd3
323	A17	English		English	Nimzo-English Opening	1. c4 Nf6 2. Nc3 e6 3. Nf3 Bb4
324	A18	English		English	Mikenas-Carls Variation 	1. c4 Nf6 2. Nc3 e6 3. e4
325	A18	English		English	Mikenas-Carls, Flohr Variation 	1. c4 Nf6 2. Nc3 e6 3. e4 d5 4. e5
326	A18	English		English	Mikenas-Carls, Kevitz Variation 	1. c4 Nf6 2. Nc3 e6 3. e4 Nc6
327	A19	English		English	Mikenas-Carls, Sicilian Variation 	1. c4 Nf6 2. Nc3 e6 3. e4 c5
328	A20	English		English Opening		1. c4 e5
329	A20	English		English, Nimzovich Variation 		1. c4 e5 2. Nf3
330	A20	English		English, Nimzovich, Flohr Variation 		1. c4 e5 2. Nf3 e4
331	A21	English		English Opening		1. c4 e5 2. Nc3
332	A21	English		English, Troeger defense		1. c4 e5 2. Nc3 d6 3. g3 Be6 4. Bg2 Nc6
333	A21	English		English, Keres Variation 		1. c4 e5 2. Nc3 d6 3. g3 c6
334	A21	English		English Opening		1. c4 e5 2. Nc3 d6 3. Nf3
335	A21	English		English, Smyslov defense		1. c4 e5 2. Nc3 d6 3. Nf3 Bg4
336	A21	English		English, Kramnik-Shirov counterattack		1. c4 e5 2. Nc3 Bb4
337	A22	English		English Opening		1. c4 e5 2. Nc3 Nf6
338	A22	English		English	Bellon gambit	1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 b5
339	A22	English		English	Carls' Bremen system	1. c4 e5 2. Nc3 Nf6 3. g3
340	A22	English		English	Bremen, reverse Dragon	1. c4 e5 2. Nc3 Nf6 3. g3 d5
341	A22	English		English	Bremen, Smyslov system	1. c4 e5 2. Nc3 Nf6 3. g3 Bb4
342	A23	English		English	Bremen system, Keres Variation 	1. c4 e5 2. Nc3 Nf6 3. g3 c6
343	A24	English		English	Bremen system with ...g6	1. c4 e5 2. Nc3 Nf6 3. g3 g6
344	A25	English		English	Sicilian Reversed	1. c4 e5 2. Nc3 Nc6
345	A25	English		English	Closed system	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7
346	A25	English		English	Closed, Taimanov Variation 	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Nh6
347	A25	English		English	Closed, Hort Variation 	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6
348	A25	English		English	Closed, 5.Rb1	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1
349	A25	English		English	Closed, 5.Rb1 Taimanov Variation 	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1 Nh6
350	A25	English		English	Closed system (without ...d6)	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3
351	A26	English		English	Closed system	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6
352	A26	English		English	Botvinnik system	1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. e4
353	A27	English		English	Three knights system	1. c4 e5 2. Nc3 Nc6 3. Nf3
354	A28	English		English	Four knights system	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6
355	A28	English		English	Nenarokov Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Bg5 h6 7. Bh4 Bxc3+ 8. bxc3 Ne5
356	A28	English		English	Bradley Beach Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 e4
357	A28	English		English	Four knights, Nimzovich Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e4
358	A28	English		English	Four knights, Marini Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. a3
359	A28	English		English	Four knights, Capablanca Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d3
360	A28	English		English	Four knights, 4.e3	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3
361	A28	English		English	Four knights, Stean Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3 Bb4 5. Qc2 O-O 6. Nd5 Re8 7. Qf5
362	A28	English		English	Four knights, Romanishin Variation 	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. e3 Bb4 5. Qc2 Bxc3
363	A29	English		English	Four knights, kingside Fianchetto	1. c4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. g3
364	A30	English		English	Symmetrical Variation 	1. c4 c5
365	A30	English		English	Symmetrical, hedgehog system	1. c4 c5 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7 5. O-O e6 6. Nc3 Be7
366	A30	English		English	Symmetrical, hedgehog, flexible formation	1. c4 c5 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7 5. O-O e6 6. Nc3 Be7 7. d4 cxd4 8. Qxd4 d6 9. Rd1 a6 10. b3 Nbd7
367	A31	English		English	Symmetrical, Benoni formation	1. c4 c5 2. Nf3 Nf6 3. d4
368	A32	English		English	Symmetrical Variation 	1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6
369	A33	English		English	Symmetrical Variation 	1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. Nc3 Nc6
370	A33	English		English	Symmetrical, Geller Variation 	1. c4 c5 2. Nf3 Nf6 3. d4 cxd4 4. Nxd4 e6 5. Nc3 Nc6 6. g3 Qb6
371	A34	English		English	Symmetrical Variation 	1. c4 c5 2. Nc3
372	A34	English		English	Symmetrical, Three knights system	1. c4 c5 2. Nc3 Nf6 3. Nf3 d5 4. cxd5 Nxd5
373	A34	English		English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nf6 3. g3
374	A34	English		English	Symmetrical, Rubinstein system	1. c4 c5 2. Nc3 Nf6 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nc7
375	A35	English		English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6
376	A35	English		English	Symmetrical, Four knights system	1. c4 c5 2. Nc3 Nc6 3. Nf3 Nf6
377	A36	English		English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6 3. g3
378	A36	English		English	ultra-Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7
379	A36	English		English	Symmetrical, Botvinnik system Reversed	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 e5
380	A36	English		English	Symmetrical, Botvinnik system	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e4
381	A37	English		English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3
382	A37	English		English	Symmetrical, Botvinnik system Reversed	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 e5
383	A38	English		English	Symmetrical Variation 	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6
384	A38	English		English	Symmetrical, Main line with d3	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. d3
385	A38	English		English	Symmetrical, Main line with b3	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. b3
386	A39	English		English	Symmetrical, Main line with d4	1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. d4
387	C51	Evans		Evans gambit declined		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4
388	C51	Evans		Evans gambit declined, Lange Variation 		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Nh6
389	C51	Evans		Evans gambit declined, Pavlov Variation 		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Nh6 7. d4 d6 8. Bxh6 dxe5 9. Bxg7 Rg8 10. Bxf7+ Kxf7 11. Bxe5 Qg5 12. Nd2
390	C51	Evans		Evans gambit declined, Hirschbach Variation 		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Qg5
391	C51	Evans		Evans gambit declined, Vasquez Variation 		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Qg5 7. Bxf7+ Ke7 8. Qh5
392	C51	Evans		Evans gambit declined, Hicken Variation 		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Qg5 7. Qf3 Qxe5 8. Qxf7+ Kd8 9. Bb2
393	C51	Evans		Evans gambit declined, 5.a4		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. a4
394	C51	Evans		Evans gambit declined, Showalter Variation 		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. a4 a6 6. Nc3
395	C51	Evans		Evans gambit declined, Cordel Variation 		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. Bb2
396	C51	Evans		Evans counter-gambit		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 d5
397	C51	Evans		Evans gambit		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4
398	C51	Evans		Evans gambit	normal Variation 	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6
399	C51	Evans		Evans gambit	Ulvestad Variation 	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. d5 Na5 10. Bb2
400	C51	Evans		Evans gambit	Paulsen Variation 	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. d5 Na5 10. Bb2 Ne7
401	C51	Evans		Evans gambit	Morphy attack	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3
402	C51	Evans		Evans gambit	Goering attack	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Na5 10. Bg5
403	C51	Evans		Evans gambit	Steinitz Variation 	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Na5 10. Bg5 f6 11. Be3
404	C51	Evans		Evans gambit		1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Bg4
405	C51	Evans		Evans gambit	Fraser attack	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Bg4 10. Qa4
